,id,start,end,gene_name,product,strand,locus_tag,interval
9625,cds-WP_003092370.1,5143089,5144504,,alanine:cation symporter family protein,-,NCGM2_RS23610,"[5143089, 5144504]"
9627,cds-WP_014603977.1,5144721,5145326,rnhB,ribonuclease HII,-,NCGM2_RS23615,"[5144721, 5145326]"
9629,cds-WP_003092372.1,5145326,5146462,lpxB,lipid-A-disaccharide synthase,-,NCGM2_RS23620,"[5145326, 5146462]"
9631,cds-WP_003092373.1,5146466,5147242,lpxA,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,-,NCGM2_RS23625,"[5146466, 5147242]"
9633,cds-WP_003092375.1,5147239,5147679,fabZ,3-hydroxyacyl-ACP dehydratase FabZ,-,NCGM2_RS23630,"[5147239, 5147679]"
9635,cds-WP_003092378.1,5147725,5148786,lpxD,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,-,NCGM2_RS23635,"[5147725, 5148786]"
9637,cds-WP_003098586.1,5148786,5149292,,OmpH family outer membrane protein,-,NCGM2_RS23640,"[5148786, 5149292]"
9639,cds-WP_003092382.1,5149343,5151736,bamA,outer membrane protein assembly factor BamA,-,NCGM2_RS23645,"[5149343, 5151736]"
9641,cds-WP_009313536.1,5151807,5153159,rseP,sigma E protease regulator RseP,-,NCGM2_RS23650,"[5151807, 5153159]"
9643,cds-WP_003109337.1,5153185,5154375,,1-deoxy-D-xylulose-5-phosphate reductoisomerase,-,NCGM2_RS23655,"[5153185, 5154375]"
9645,cds-WP_003092388.1,5154372,5155187,,phosphatidate cytidylyltransferase,-,NCGM2_RS23660,"[5154372, 5155187]"
9647,cds-WP_003113863.1,5155181,5155936,uppS,di-trans%2Cpoly-cis-decaprenylcistransferase,-,NCGM2_RS23665,"[5155181, 5155936]"
9649,cds-WP_003092390.1,5155952,5156509,frr,ribosome recycling factor,-,NCGM2_RS23670,"[5155952, 5156509]"
9651,cds-WP_003092391.1,5156512,5157249,pyrH,UMP kinase,-,NCGM2_RS23675,"[5156512, 5157249]"
9653,cds-WP_003092393.1,5157448,5158317,,elongation factor Ts,-,NCGM2_RS23680,"[5157448, 5158317]"
9655,cds-WP_003092394.1,5158448,5159188,rpsB,30S ribosomal protein S2,-,NCGM2_RS23685,"[5158448, 5159188]"
9657,cds-WP_003092395.1,5159453,5160238,map,type I methionyl aminopeptidase,+,NCGM2_RS23690,"[5159453, 5160238]"
9659,cds-WP_003092400.1,5160405,5163107,,[protein-PII] uridylyltransferase,+,NCGM2_RS23695,"[5160405, 5163107]"
9661,cds-WP_003092403.1,5163125,5164333,,succinyldiaminopimelate transaminase,+,NCGM2_RS23700,"[5163125, 5164333]"
9663,cds-WP_003119343.1,5164383,5166128,,Na+/H+ antiporter,-,NCGM2_RS23705,"[5164383, 5166128]"
9665,cds-WP_003092416.1,5166366,5166725,,hypothetical protein,+,NCGM2_RS23710,"[5166366, 5166725]"
9667,cds-WP_003138008.1,5167047,5167340,,hypothetical protein,+,NCGM2_RS23715,"[5167047, 5167340]"
9669,cds-WP_003092421.1,5167355,5167708,,YkgJ family cysteine cluster protein,-,NCGM2_RS23720,"[5167355, 5167708]"
9671,cds-WP_003092424.1,5168011,5168358,,ArsC family reductase,+,NCGM2_RS23725,"[5168011, 5168358]"
9673,cds-WP_003092427.1,5168371,5168994,,LysE family translocator,+,NCGM2_RS23730,"[5168371, 5168994]"
9675,cds-WP_003092431.1,5169024,5170058,dapD,2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase,+,NCGM2_RS23735,"[5169024, 5170058]"
9677,cds-WP_003092435.1,5170153,5171358,,cysteine desulfurase,+,NCGM2_RS23740,"[5170153, 5171358]"
9679,cds-WP_003092439.1,5171355,5171777,,SufE family protein,+,NCGM2_RS23745,"[5171355, 5171777]"
9681,cds-WP_003092443.1,5171784,5172764,,DUF4340 domain-containing protein,-,NCGM2_RS23750,"[5171784, 5172764]"
9683,cds-WP_003092447.1,5172768,5174615,,hypothetical protein,-,NCGM2_RS23755,"[5172768, 5174615]"
9685,cds-WP_003092451.1,5174626,5175360,,ABC transporter permease subunit,-,NCGM2_RS23760,"[5174626, 5175360]"
9687,cds-WP_003092453.1,5175357,5176280,,ABC transporter ATP-binding protein,-,NCGM2_RS23765,"[5175357, 5176280]"
9689,cds-WP_003092456.1,5176564,5179068,plsB,glycerol-3-phosphate 1-O-acyltransferase PlsB,+,NCGM2_RS23770,"[5176564, 5179068]"
9691,cds-WP_003092458.1,5179211,5179609,,hypothetical protein,+,NCGM2_RS23775,"[5179211, 5179609]"
9693,cds-WP_003092461.1,5179746,5180426,,DUF4197 domain-containing protein,+,NCGM2_RS23780,"[5179746, 5180426]"
9695,cds-WP_003092464.1,5180467,5183544,mexK,multidrug efflux RND transporter permease subunit MexK,-,NCGM2_RS23785,"[5180467, 5183544]"
9697,cds-WP_003092466.1,5183549,5184652,mexJ,multidrug efflux RND transporter periplasmic adaptor subunit MexJ,-,NCGM2_RS23790,"[5183549, 5184652]"
9699,cds-WP_003092468.1,5184748,5185386,mexL,efflux system transcriptional repressor MexL,+,NCGM2_RS23795,"[5184748, 5185386]"
9701,cds-WP_003092470.1,5185393,5186670,,cytochrome P450,-,NCGM2_RS23800,"[5185393, 5186670]"
9703,cds-WP_003092472.1,5186699,5187484,,class I SAM-dependent methyltransferase,-,NCGM2_RS23805,"[5186699, 5187484]"
9705,cds-WP_003092475.1,5187540,5188235,,extensin,-,NCGM2_RS23810,"[5187540, 5188235]"
9707,cds-WP_003129903.1,5188240,5189064,,isocitrate lyase/phosphoenolpyruvate mutase family protein,-,NCGM2_RS23815,"[5188240, 5189064]"
9709,cds-WP_003092480.1,5189136,5190002,,DUF72 domain-containing protein,-,NCGM2_RS23820,"[5189136, 5190002]"
9711,cds-WP_003098661.1,5190021,5190368,,hypothetical protein,-,NCGM2_RS23825,"[5190021, 5190368]"
9713,cds-WP_003092483.1,5190442,5191122,tsaB,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,-,NCGM2_RS23830,"[5190442, 5191122]"
9715,cds-WP_003092485.1,5191226,5191873,adk,adenylate kinase,-,NCGM2_RS23835,"[5191226, 5191873]"
9717,cds-WP_003092487.1,5192034,5194670,ppc,phosphoenolpyruvate carboxylase,-,NCGM2_RS23840,"[5192034, 5194670]"
9719,cds-WP_003092488.1,5194878,5195222,,hypothetical protein,+,NCGM2_RS23845,"[5194878, 5195222]"
9721,cds-WP_003092490.1,5195231,5195701,cadR,Cd(II)/Pb(II)-responsive transcriptional regulator,-,NCGM2_RS23850,"[5195231, 5195701]"
9723,cds-WP_003092492.1,5195815,5198037,,heavy metal translocating P-type ATPase,+,NCGM2_RS23855,"[5195815, 5198037]"
9725,cds-WP_003092495.1,5198439,5198843,,DUF4398 domain-containing protein,+,NCGM2_RS23860,"[5198439, 5198843]"
9727,cds-WP_003092499.1,5198892,5199677,,OmpA family protein,+,NCGM2_RS23865,"[5198892, 5199677]"
9729,cds-WP_003092502.1,5199752,5200273,,O-acetyl-ADP-ribose deacetylase,-,NCGM2_RS23870,"[5199752, 5200273]"
9731,cds-WP_003092509.1,5200270,5200593,,hypothetical protein,-,NCGM2_RS23875,"[5200270, 5200593]"
9733,cds-WP_003092511.1,5200590,5201495,,alpha/beta hydrolase,-,NCGM2_RS23880,"[5200590, 5201495]"
9735,cds-WP_003092512.1,5201492,5202238,,TIGR00266 family protein,-,NCGM2_RS23885,"[5201492, 5202238]"
9737,cds-WP_003092515.1,5202307,5203602,,flavohemoglobin expression-modulating QEGLA motif protein,-,NCGM2_RS23890,"[5202307, 5203602]"
9739,cds-WP_003092517.1,5203611,5204162,,hypothetical protein,-,NCGM2_RS23895,"[5203611, 5204162]"
9741,cds-WP_003092520.1,5204259,5204972,,TetR/AcrR family transcriptional regulator,-,NCGM2_RS23900,"[5204259, 5204972]"
9743,cds-WP_003092523.1,5205184,5206689,lysS,lysine--tRNA ligase,-,NCGM2_RS23905,"[5205184, 5206689]"
9745,cds-WP_010895661.1,5207892,5207963,prfB,peptide chain release factor 2,-,NCGM2_RS23910,"[5207892, 5207963]"
9746,cds-WP_010895661.1,5206868,5207890,prfB,peptide chain release factor 2,-,NCGM2_RS23910,"[5206868, 5207890]"
9748,cds-WP_014603978.1,5208086,5209129,,PleD family two-component system response regulator,-,NCGM2_RS23915,"[5208086, 5209129]"
9750,cds-WP_041025750.1,5209237,5210244,,chemotaxis response regulator protein-glutamate methylesterase,-,NCGM2_RS23920,"[5209237, 5210244]"
9752,cds-WP_003129896.1,5210241,5212550,,hybrid sensor histidine kinase/response regulator,-,NCGM2_RS23925,"[5210241, 5212550]"
9754,cds-WP_003103738.1,5212547,5213236,,purine-binding chemotaxis protein CheW,-,NCGM2_RS23930,"[5212547, 5213236]"
9756,cds-WP_003129894.1,5213229,5214497,,protein-glutamate O-methyltransferase CheR,-,NCGM2_RS23935,"[5213229, 5214497]"
9758,cds-WP_003129892.1,5214494,5215009,,purine-binding chemotaxis protein CheW,-,NCGM2_RS23940,"[5214494, 5215009]"
9760,cds-WP_003092544.1,5215014,5216642,,methyl-accepting chemotaxis protein,-,NCGM2_RS23945,"[5215014, 5216642]"
9762,cds-WP_003092547.1,5216909,5218528,,MHS family MFS transporter,-,NCGM2_RS23950,"[5216909, 5218528]"
9764,cds-WP_003092549.1,5218637,5220310,,GMC family oxidoreductase,-,NCGM2_RS23955,"[5218637, 5220310]"
9766,cds-WP_003092552.1,5220482,5221387,,LysR family transcriptional regulator,+,NCGM2_RS23960,"[5220482, 5221387]"
9768,cds-WP_003092554.1,5221424,5222119,,tellurite resistance TerB family protein,-,NCGM2_RS23965,"[5221424, 5222119]"
9770,cds-WP_003092556.1,5222441,5224303,,NAD(P)/FAD-dependent oxidoreductase,+,NCGM2_RS23970,"[5222441, 5224303]"
9772,cds-WP_003092560.1,5224627,5225268,,response regulator transcription factor,+,NCGM2_RS23975,"[5224627, 5225268]"
9774,cds-WP_003092562.1,5225389,5226192,,hypothetical protein,+,NCGM2_RS23980,"[5225389, 5226192]"
9776,cds-WP_003092564.1,5226271,5227971,,WG repeat-containing protein,-,NCGM2_RS23985,"[5226271, 5227971]"
9778,cds-WP_003092567.1,5228182,5228523,,FKBP-type peptidyl-prolyl cis-trans isomerase,+,NCGM2_RS23990,"[5228182, 5228523]"
9780,cds-WP_003092570.1,5228610,5229851,,MFS transporter,-,NCGM2_RS23995,"[5228610, 5229851]"
9782,cds-WP_003092571.1,5229999,5230160,armR,MexR antirepressor ArmR,-,NCGM2_RS24000,"[5229999, 5230160]"
9784,cds-WP_003092574.1,5230168,5230593,,hypothetical protein,-,NCGM2_RS24005,"[5230168, 5230593]"
9786,cds-WP_003092577.1,5230797,5231438,,TetR/AcrR family transcriptional regulator,+,NCGM2_RS24010,"[5230797, 5231438]"
9788,cds-WP_003092579.1,5231451,5231801,,hypothetical protein,-,NCGM2_RS24015,"[5231451, 5231801]"
9790,cds-WP_003092581.1,5231990,5233096,,NADH:flavin oxidoreductase/NADH oxidase,-,NCGM2_RS24020,"[5231990, 5233096]"
9792,cds-WP_003092588.1,5233266,5234762,lasB,M4 family elastase LasB,-,NCGM2_RS24025,"[5233266, 5234762]"
9794,cds-WP_003092592.1,5235049,5236764,recJ,single-stranded-DNA-specific exonuclease RecJ,-,NCGM2_RS24030,"[5235049, 5236764]"
9796,cds-WP_003092594.1,5236808,5237347,,YaeQ family protein,-,NCGM2_RS24035,"[5236808, 5237347]"
9798,cds-WP_003092598.1,5237454,5238146,,nuclease,-,NCGM2_RS24040,"[5237454, 5238146]"
9800,cds-WP_014603981.1,5238165,5243405,,AAA domain-containing protein,-,NCGM2_RS24045,"[5238165, 5243405]"
9802,cds-WP_003092604.1,5243555,5245621,,flotillin family protein,-,NCGM2_RS24050,"[5243555, 5245621]"
9804,cds-WP_003092607.1,5245657,5246298,,hypothetical protein,-,NCGM2_RS24055,"[5245657, 5246298]"
9806,cds-WP_003092609.1,5246354,5247049,,PspA/IM30 family protein,-,NCGM2_RS24060,"[5246354, 5247049]"
9808,cds-WP_003092612.1,5247064,5247684,,YjfI family protein,-,NCGM2_RS24065,"[5247064, 5247684]"
9810,cds-WP_003129868.1,5247989,5249218,,CoA transferase,+,NCGM2_RS24070,"[5247989, 5249218]"
9812,cds-WP_003092618.1,5249405,5249689,,DUF3509 domain-containing protein,-,NCGM2_RS24075,"[5249405, 5249689]"
9814,cds-WP_073646336.1,5249786,5251006,,adenylate cyclase,+,NCGM2_RS24080,"[5249786, 5251006]"
9816,cds-WP_003092622.1,5251060,5252469,,threonine synthase,-,NCGM2_RS24085,"[5251060, 5252469]"
9818,cds-WP_023098460.1,5252522,5253826,,homoserine dehydrogenase,-,NCGM2_RS24090,"[5252522, 5253826]"
9820,cds-WP_003092626.1,5254040,5254768,dsbC,bifunctional protein-disulfide isomerase/oxidoreductase DsbC,-,NCGM2_RS24095,"[5254040, 5254768]"
9822,cds-WP_003092629.1,5254895,5255791,xerD,site-specific tyrosine recombinase XerD,-,NCGM2_RS24100,"[5254895, 5255791]"
9824,cds-WP_003092631.1,5256007,5257842,,sodium:proton antiporter,+,NCGM2_RS24105,"[5256007, 5257842]"
9826,cds-WP_003092633.1,5257956,5258642,,hypothetical protein,+,NCGM2_RS24110,"[5257956, 5258642]"
9828,cds-WP_003092635.1,5258712,5259137,,acyl-CoA thioesterase,-,NCGM2_RS24115,"[5258712, 5259137]"
9830,cds-WP_003092637.1,5259289,5259639,rplS,50S ribosomal protein L19,-,NCGM2_RS24120,"[5259289, 5259639]"
9832,cds-WP_003092638.1,5259681,5260439,trmD,tRNA (guanosine(37)-N1)-methyltransferase TrmD,-,NCGM2_RS24125,"[5259681, 5260439]"
9834,cds-WP_003092640.1,5260446,5260973,rimM,ribosome maturation factor RimM,-,NCGM2_RS24130,"[5260446, 5260973]"
9836,cds-WP_003092643.1,5260989,5261240,rpsP,30S ribosomal protein S16,-,NCGM2_RS24135,"[5260989, 5261240]"
9838,cds-WP_003092645.1,5261450,5262823,ffh,signal recognition particle protein,-,NCGM2_RS24140,"[5261450, 5262823]"
9840,cds-WP_003092649.1,5263124,5263924,,inner membrane protein YpjD,+,NCGM2_RS24145,"[5263124, 5263924]"
9842,cds-WP_003092651.1,5263937,5265229,,HlyC/CorC family transporter,+,NCGM2_RS24150,"[5263937, 5265229]"
9844,cds-WP_003092654.1,5265533,5266846,,MHS family MFS transporter,+,NCGM2_RS24155,"[5265533, 5266846]"
9846,cds-WP_014603983.1,5266854,5267603,,SGNH/GDSL hydrolase family protein,-,NCGM2_RS24160,"[5266854, 5267603]"
9848,cds-NCGM2_RS24165,5267605,5268552,purT,phosphoribosylglycinamide formyltransferase 2,-,NCGM2_RS24165,"[5267605, 5268552]"
9850,cds-WP_003127781.1,5268679,5269047,,hypothetical protein,-,NCGM2_RS24170,"[5268679, 5269047]"
9852,cds-WP_003117363.1,5269044,5269592,,hypothetical protein,-,NCGM2_RS24175,"[5269044, 5269592]"
9854,cds-WP_014603985.1,5269592,5270158,,regulatory protein GemA,-,NCGM2_RS24180,"[5269592, 5270158]"
9856,cds-WP_003129239.1,5270145,5270612,,hypothetical protein,-,NCGM2_RS24185,"[5270145, 5270612]"
9858,cds-WP_003117360.1,5270614,5270832,,hypothetical protein,-,NCGM2_RS24190,"[5270614, 5270832]"
9860,cds-WP_014603987.1,5270834,5271229,,hypothetical protein,-,NCGM2_RS24195,"[5270834, 5271229]"
9862,cds-WP_014603988.1,5271231,5271854,,DUF3164 family protein,-,NCGM2_RS24200,"[5271231, 5271854]"
9864,cds-WP_014603989.1,5271847,5272047,,hypothetical protein,-,NCGM2_RS24205,"[5271847, 5272047]"
9866,cds-WP_023123655.1,5272040,5272573,,hypothetical protein,-,NCGM2_RS24210,"[5272040, 5272573]"
9868,cds-WP_041025751.1,5272563,5273243,,hypothetical protein,-,NCGM2_RS24215,"[5272563, 5273243]"
9870,cds-WP_014603990.1,5273243,5273527,,hypothetical protein,-,NCGM2_RS24220,"[5273243, 5273527]"
9872,cds-WP_014603991.1,5273524,5273865,,hypothetical protein,-,NCGM2_RS24225,"[5273524, 5273865]"
9874,cds-WP_014603992.1,5273867,5275033,,AAA family ATPase,-,NCGM2_RS24230,"[5273867, 5275033]"
9876,cds-WP_014603993.1,5275033,5276817,,DDE-type integrase/transposase/recombinase,-,NCGM2_RS24235,"[5275033, 5276817]"
9878,cds-WP_014603994.1,5276821,5277795,,hypothetical protein,-,NCGM2_RS24240,"[5276821, 5277795]"
9880,cds-WP_003142307.1,5277805,5278119,,hypothetical protein,-,NCGM2_RS24245,"[5277805, 5278119]"
9882,cds-WP_003142306.1,5278116,5278376,,hypothetical protein,-,NCGM2_RS24250,"[5278116, 5278376]"
9884,cds-WP_010791820.1,5278369,5278857,,hypothetical protein,-,NCGM2_RS24255,"[5278369, 5278857]"
9886,cds-WP_015649394.1,5278981,5279205,,hypothetical protein,+,NCGM2_RS33010,"[5278981, 5279205]"
9888,cds-WP_003142304.1,5279490,5279720,,DNA-binding protein,-,NCGM2_RS24265,"[5279490, 5279720]"
9890,cds-WP_031633370.1,5279827,5280165,,helix-turn-helix domain-containing protein,+,NCGM2_RS32475,"[5279827, 5280165]"
9892,cds-WP_010791819.1,5280182,5280685,,hypothetical protein,+,NCGM2_RS24275,"[5280182, 5280685]"
9894,cds-WP_003094225.1,5280876,5281133,,membrane protein,+,NCGM2_RS24280,"[5280876, 5281133]"
9896,cds-WP_014603996.1,5281291,5281920,,transglycosylase SLT domain-containing protein,+,NCGM2_RS24285,"[5281291, 5281920]"
9898,cds-WP_041025752.1,5282122,5282745,,hypothetical protein,+,NCGM2_RS24290,"[5282122, 5282745]"
9900,cds-WP_003117315.1,5282745,5283065,,DUF2730 family protein,+,NCGM2_RS24295,"[5282745, 5283065]"
9902,cds-WP_003121465.1,5283062,5283364,,hypothetical protein,+,NCGM2_RS24300,"[5283062, 5283364]"
9904,cds-WP_003117313.1,5283367,5283915,,DUF3486 family protein,+,NCGM2_RS24305,"[5283367, 5283915]"
9906,cds-WP_014603997.1,5283917,5285590,,hypothetical protein,+,NCGM2_RS24310,"[5283917, 5285590]"
9908,cds-WP_003126994.1,5285593,5287158,,DUF935 domain-containing protein,+,NCGM2_RS24315,"[5285593, 5287158]"
9910,cds-WP_014603998.1,5287148,5288386,,hypothetical protein,+,NCGM2_RS24320,"[5287148, 5288386]"
9912,cds-WP_015649417.1,5288388,5288963,,phage virion morphogenesis protein,+,NCGM2_RS24325,"[5288388, 5288963]"
9914,cds-WP_014603999.1,5289174,5290283,,hypothetical protein,+,NCGM2_RS24330,"[5289174, 5290283]"
9916,cds-WP_003121593.1,5290289,5290693,,hypothetical protein,+,NCGM2_RS24335,"[5290289, 5290693]"
9918,cds-WP_014604000.1,5290708,5291604,,head protein,+,NCGM2_RS24340,"[5290708, 5291604]"
9920,cds-WP_003121493.1,5291836,5292051,,hypothetical protein,+,NCGM2_RS24345,"[5291836, 5292051]"
9922,cds-WP_003121492.1,5292054,5292569,,DUF1320 domain-containing protein,+,NCGM2_RS24350,"[5292054, 5292569]"
9924,cds-WP_003127511.1,5292566,5293018,,hypothetical protein,+,NCGM2_RS24355,"[5292566, 5293018]"
9926,cds-WP_003127509.1,5293015,5293218,,hypothetical protein,+,NCGM2_RS24360,"[5293015, 5293218]"
9928,cds-WP_010791812.1,5293225,5293965,,hypothetical protein,+,NCGM2_RS24365,"[5293225, 5293965]"
9930,cds-WP_023086241.1,5293968,5294450,,hypothetical protein,+,NCGM2_RS24370,"[5293968, 5294450]"
9932,cds-WP_049967619.1,5294405,5294587,,hypothetical protein,-,NCGM2_RS33015,"[5294405, 5294587]"
9934,cds-WP_014604003.1,5294704,5298336,,tape measure protein,+,NCGM2_RS24375,"[5294704, 5298336]"
9936,cds-WP_014604004.1,5298336,5299292,,hypothetical protein,+,NCGM2_RS24380,"[5298336, 5299292]"
9938,cds-WP_014604005.1,5299294,5300217,,hypothetical protein,+,NCGM2_RS24385,"[5299294, 5300217]"
9940,cds-WP_041025753.1,5300217,5301923,,hypothetical protein,+,NCGM2_RS24390,"[5300217, 5301923]"
9942,cds-WP_010791806.1,5301910,5302728,,DUF2163 domain-containing protein,+,NCGM2_RS24395,"[5301910, 5302728]"
9944,cds-WP_003094285.1,5302738,5302968,,hypothetical protein,+,NCGM2_RS24400,"[5302738, 5302968]"
9946,cds-WP_014604008.1,5303182,5305392,,hypothetical protein,+,NCGM2_RS24405,"[5303182, 5305392]"
9948,cds-WP_041025754.1,5305389,5306234,,hypothetical protein,+,NCGM2_RS24410,"[5305389, 5306234]"
9950,cds-WP_014604009.1,5306234,5306536,,hypothetical protein,+,NCGM2_RS24415,"[5306234, 5306536]"
9952,cds-WP_014604010.1,5306533,5306745,,hypothetical protein,+,NCGM2_RS24420,"[5306533, 5306745]"
9954,cds-NCGM2_RS24425,5306836,5307075,,NAD-dependent epimerase/dehydratase family protein,-,NCGM2_RS24425,"[5306836, 5307075]"
9956,cds-WP_003092660.1,5307113,5307307,,DUF1289 domain-containing protein,-,NCGM2_RS24430,"[5307113, 5307307]"
9958,cds-WP_003092662.1,5307304,5307828,,gamma carbonic anhydrase family protein,-,NCGM2_RS24435,"[5307304, 5307828]"
9960,cds-WP_003092664.1,5307866,5308477,,CoA pyrophosphatase,-,NCGM2_RS24440,"[5307866, 5308477]"
9962,cds-WP_003092665.1,5308618,5309172,,NUDIX hydrolase,+,NCGM2_RS24445,"[5308618, 5309172]"
9964,cds-WP_003092667.1,5309235,5309735,,L%2CD-transpeptidase family protein,+,NCGM2_RS24450,"[5309235, 5309735]"
9966,cds-WP_003092669.1,5309978,5310721,,GntR family transcriptional regulator,+,NCGM2_RS24455,"[5309978, 5310721]"
9968,cds-WP_003092670.1,5310738,5311829,nagA,N-acetylglucosamine-6-phosphate deacetylase,+,NCGM2_RS24460,"[5310738, 5311829]"
9970,cds-WP_003092673.1,5311826,5312848,,SIS domain-containing protein,+,NCGM2_RS24465,"[5311826, 5312848]"
9972,cds-WP_014604012.1,5312865,5315393,ptsP,phosphoenolpyruvate--protein phosphotransferase,+,NCGM2_RS24470,"[5312865, 5315393]"
9974,cds-WP_003092676.1,5315418,5317130,,PTS transporter subunit EIIC,+,NCGM2_RS24475,"[5315418, 5317130]"
9976,cds-WP_003092679.1,5317332,5317649,,hypothetical protein,-,NCGM2_RS24480,"[5317332, 5317649]"
9978,cds-WP_003092681.1,5317829,5318107,,hypothetical protein,-,NCGM2_RS24485,"[5317829, 5318107]"
9980,cds-WP_003092683.1,5318114,5322010,purL,phosphoribosylformylglycinamidine synthase,-,NCGM2_RS24490,"[5318114, 5322010]"
9982,cds-WP_003104806.1,5322297,5323769,mltF,membrane-bound lytic murein transglycosylase MltF,+,NCGM2_RS24495,"[5322297, 5323769]"
9984,cds-WP_003092691.1,5323783,5324367,,DUF2239 family protein,-,NCGM2_RS24500,"[5323783, 5324367]"
9986,cds-WP_003092694.1,5324493,5325749,,aromatic amino acid transporter,-,NCGM2_RS24505,"[5324493, 5325749]"
9988,cds-WP_152959661.1,5325812,5326051,,hypothetical protein,+,NCGM2_RS32490,"[5325812, 5326051]"
9990,cds-WP_003092697.1,5326138,5326686,tadA,tRNA adenosine(34) deaminase TadA,-,NCGM2_RS24510,"[5326138, 5326686]"
9992,cds-WP_003092698.1,5326677,5328068,,multicopper oxidase family protein,-,NCGM2_RS24515,"[5326677, 5328068]"
9994,cds-WP_003105901.1,5328231,5329808,guaA,glutamine-hydrolyzing GMP synthase,-,NCGM2_RS24520,"[5328231, 5329808]"
9996,cds-WP_003092702.1,5329888,5331357,guaB,IMP dehydrogenase,-,NCGM2_RS24525,"[5329888, 5331357]"
9998,cds-WP_014604013.1,5331621,5332598,,response regulator transcription factor,+,NCGM2_RS24530,"[5331621, 5332598]"
10000,cds-WP_003092715.1,5332733,5333629,,transporter,+,NCGM2_RS24535,"[5332733, 5333629]"
10002,cds-WP_003092718.1,5333642,5334799,,MFS transporter,+,NCGM2_RS24540,"[5333642, 5334799]"
10004,cds-WP_003092720.1,5334829,5335971,,class II histone deacetylase,+,NCGM2_RS24545,"[5334829, 5335971]"
10006,cds-WP_003092722.1,5335956,5336738,,sulfite exporter TauE/SafE family protein,-,NCGM2_RS24550,"[5335956, 5336738]"
10008,cds-WP_014604014.1,5336846,5337754,,LysR family transcriptional regulator,+,NCGM2_RS24555,"[5336846, 5337754]"
10010,cds-WP_003109797.1,5337791,5339170,,exodeoxyribonuclease VII large subunit,+,NCGM2_RS24560,"[5337791, 5339170]"
