,id,start,end,gene_name,strand,locus_tag,interval
10830,gene-PA5011,5629786,5630853,waaC,-,PA5011,"[5629786, 5630853]"
10832,gene-PA5012,5630850,5631887,waaF,-,PA5012,"[5630850, 5631887]"
10834,gene-PA5013,5631947,5632870,ilvE,-,PA5013,"[5631947, 5632870]"
10836,gene-PA5014,5632926,5635874,glnE,-,PA5014,"[5632926, 5635874]"
10838,gene-PA5015,5636156,5638804,aceE,+,PA5015,"[5636156, 5638804]"
10840,gene-PA5016,5638949,5640592,aceF,+,PA5016,"[5638949, 5640592]"
10842,gene-PA5017,5641010,5643709,PA5017,+,PA5017,"[5641010, 5643709]"
10844,gene-PA5018,5643803,5644450,msrA,+,PA5018,"[5643803, 5644450]"
10846,gene-PA5019,5644454,5645290,PA5019,-,PA5019,"[5644454, 5645290]"
10848,gene-PA5020,5645593,5647395,PA5020,+,PA5020,"[5645593, 5647395]"
10850,gene-PA5021,5647814,5649430,PA5021,+,PA5021,"[5647814, 5649430]"
10852,gene-PA5022,5649522,5652878,PA5022,+,PA5022,"[5649522, 5652878]"
10854,gene-PA5023,5652945,5654405,PA5023,+,PA5023,"[5652945, 5654405]"
10856,gene-PA5024,5654556,5655527,PA5024,+,PA5024,"[5654556, 5655527]"
10858,gene-PA5025,5655648,5656925,metY,+,PA5025,"[5655648, 5656925]"
10860,gene-PA5026,5657016,5657468,PA5026,+,PA5026,"[5657016, 5657468]"
10862,gene-PA5027,5657581,5658396,PA5027,+,PA5027,"[5657581, 5658396]"
10864,gene-PA5028,5658418,5659185,PA5028,-,PA5028,"[5658418, 5659185]"
10866,gene-PA5029,5659276,5660181,PA5029,-,PA5029,"[5659276, 5660181]"
10868,gene-PA5030,5660357,5661673,PA5030,+,PA5030,"[5660357, 5661673]"
10870,gene-PA5031,5661701,5662630,PA5031,-,PA5031,"[5661701, 5662630]"
10872,gene-PA5032,5662742,5663815,PA5032,+,PA5032,"[5662742, 5663815]"
10874,gene-PA5033,5663889,5664869,PA5033,+,PA5033,"[5663889, 5664869]"
10876,gene-PA5034,5664990,5666057,hemE,-,PA5034,"[5664990, 5666057]"
10878,gene-PA5035,5666234,5667667,gltD,-,PA5035,"[5666234, 5667667]"
10880,gene-PA5036,5667696,5672141,gltB,-,PA5036,"[5667696, 5672141]"
10883,gene-PA5037,5672366,5674021,PA5037,-,PA5037,"[5672366, 5674021]"
10885,gene-PA5038,5674028,5675134,aroB,-,PA5038,"[5674028, 5675134]"
10887,gene-PA5039,5675184,5675702,aroK,-,PA5039,"[5675184, 5675702]"
10889,gene-PA5040,5675714,5677858,pilQ,-,PA5040,"[5675714, 5677858]"
10891,gene-PA5041,5677912,5678436,pilP,-,PA5041,"[5677912, 5678436]"
10893,gene-PA5042,5678433,5679056,pilO,-,PA5042,"[5678433, 5679056]"
10895,gene-PA5043,5679053,5679649,pilN,-,PA5043,"[5679053, 5679649]"
10897,gene-PA5044,5679649,5680713,pilM,-,PA5044,"[5679649, 5680713]"
10899,gene-PA5045,5680898,5683366,ponA,+,PA5045,"[5680898, 5683366]"
10901,gene-PA5046,5683471,5684739,PA5046,-,PA5046,"[5683471, 5684739]"
10903,gene-PA5047,5684842,5686281,PA5047,-,PA5047,"[5684842, 5686281]"
10905,gene-PA5048,5686278,5687045,PA5048,-,PA5048,"[5686278, 5687045]"
10907,gene-PA5049,5687105,5687320,rpmE,-,PA5049,"[5687105, 5687320]"
10909,gene-PA5050,5687496,5689715,priA,+,PA5050,"[5687496, 5689715]"
10912,gene-PA5051,5689964,5691727,argS,+,PA5051,"[5689964, 5691727]"
10914,gene-PA5052,5691762,5692457,PA5052,+,PA5052,"[5691762, 5692457]"
10916,gene-PA5053,5692576,5693109,hslV,+,PA5053,"[5692576, 5693109]"
10918,gene-PA5054,5693138,5694481,hslU,+,PA5054,"[5693138, 5694481]"
10920,gene-PA5055,5694576,5694947,PA5055,+,PA5055,"[5694576, 5694947]"
10922,gene-PA5056,5695366,5697045,phaC1,+,PA5056,"[5695366, 5697045]"
10924,gene-PA5057,5697198,5698055,phaD,+,PA5057,"[5697198, 5698055]"
10926,gene-PA5058,5698359,5700041,phaC2,+,PA5058,"[5698359, 5700041]"
10928,gene-PA5059,5700097,5700714,PA5059,+,PA5059,"[5700097, 5700714]"
10930,gene-PA5060,5700758,5701687,phaF,-,PA5060,"[5700758, 5701687]"
10932,gene-PA5061,5701698,5702114,PA5061,-,PA5061,"[5701698, 5702114]"
10934,gene-PA5062,5702258,5702533,PA5062,-,PA5062,"[5702258, 5702533]"
10936,gene-PA5063,5702669,5703439,ubiE,+,PA5063,"[5702669, 5703439]"
10938,gene-PA5064,5703454,5704080,PA5064,+,PA5064,"[5703454, 5704080]"
10940,gene-PA5065,5704077,5705678,ubiB,+,PA5065,"[5704077, 5705678]"
10942,gene-PA5066,5705794,5706198,hisI,+,PA5066,"[5705794, 5706198]"
10944,gene-PA5067,5706191,5706526,hisE,+,PA5067,"[5706191, 5706526]"
10946,gene-PA5068,5706552,5706800,tatA,+,PA5068,"[5706552, 5706800]"
10948,gene-PA5069,5706814,5707239,tatB,+,PA5069,"[5706814, 5707239]"
10950,gene-PA5070,5707236,5708039,tatC,+,PA5070,"[5707236, 5708039]"
10952,gene-PA5071,5708036,5708743,PA5071,+,PA5071,"[5708036, 5708743]"
10954,gene-PA5072,5708955,5710898,PA5072,+,PA5072,"[5708955, 5710898]"
10956,gene-PA5073,5711008,5711469,PA5073,+,PA5073,"[5711008, 5711469]"
10958,gene-PA5074,5711477,5712211,PA5074,-,PA5074,"[5711477, 5712211]"
10960,gene-PA5075,5712204,5713166,PA5075,-,PA5075,"[5712204, 5713166]"
10962,gene-PA5076,5713232,5714032,PA5076,-,PA5076,"[5713232, 5714032]"
10966,gene-PA5077,5714270,5716855,mdoH,-,PA5077,"[5714270, 5716855]"
10968,gene-PA5078,5716848,5718425,PA5078,-,PA5078,"[5716848, 5718425]"
10970,gene-PA5079,5718882,5719319,PA5079,-,PA5079,"[5718882, 5719319]"
10972,gene-PA5080,5719316,5720287,PA5080,-,PA5080,"[5719316, 5720287]"
10974,gene-PA5081,5720469,5720945,PA5081,+,PA5081,"[5720469, 5720945]"
10976,gene-PA5082,5720950,5721849,PA5082,-,PA5082,"[5720950, 5721849]"
10978,gene-PA5083,5721892,5722242,PA5083,-,PA5083,"[5721892, 5722242]"
10980,gene-PA5084,5722267,5723517,PA5084,-,PA5084,"[5722267, 5723517]"
10982,gene-PA5085,5723582,5724538,PA5085,+,PA5085,"[5723582, 5724538]"
10984,gene-PA5087,5725479,5726348,PA5087,-,PA5087,"[5725479, 5726348]"
10986,gene-PA5088,5726357,5727238,PA5088,-,PA5088,"[5726357, 5727238]"
10988,gene-PA5089,5727239,5729476,PA5089,-,PA5089,"[5727239, 5729476]"
10990,gene-PA5090,5729473,5731845,PA5090,-,PA5090,"[5729473, 5731845]"
10992,gene-PA5091,5732116,5732916,hutG,-,PA5091,"[5732116, 5732916]"
10994,gene-PA5092,5732909,5734117,hutI,-,PA5092,"[5732909, 5734117]"
10996,gene-PA5093,5734114,5735646,PA5093,-,PA5093,"[5734114, 5735646]"
10998,gene-PA5094,5735643,5736473,PA5094,-,PA5094,"[5735643, 5736473]"
11000,gene-PA5095,5736470,5737321,PA5095,-,PA5095,"[5736470, 5737321]"
11002,gene-PA5096,5737346,5738314,PA5096,-,PA5096,"[5737346, 5738314]"
11004,gene-PA5097,5738432,5739835,PA5097,-,PA5097,"[5738432, 5739835]"
11006,gene-PA5098,5739898,5741427,hutH,-,PA5098,"[5739898, 5741427]"
11008,gene-PA5099,5741524,5742966,PA5099,-,PA5099,"[5741524, 5742966]"
11010,gene-PA5100,5743074,5744753,hutU,-,PA5100,"[5743074, 5744753]"
11012,gene-PA5101,5745079,5745876,PA5101,-,PA5101,"[5745079, 5745876]"
11014,gene-PA5102,5745895,5746833,PA5102,-,PA5102,"[5745895, 5746833]"
11016,gene-PA5103,5746849,5747871,PA5103,-,PA5103,"[5746849, 5747871]"
11018,gene-PA5104,5748013,5748603,PA5104,-,PA5104,"[5748013, 5748603]"
11020,gene-PA5105,5748600,5749352,hutC,-,PA5105,"[5748600, 5749352]"
11022,gene-PA5106,5749453,5750814,PA5106,+,PA5106,"[5749453, 5750814]"
11024,gene-PA5107,5750961,5751530,blc,-,PA5107,"[5750961, 5751530]"
11026,gene-PA5108,5751527,5751784,PA5108,-,PA5108,"[5751527, 5751784]"
11028,gene-PA5109,5751857,5752459,PA5109,-,PA5109,"[5751857, 5752459]"
11030,gene-PA5110,5752464,5753474,fbp,-,PA5110,"[5752464, 5753474]"
11033,gene-PA5111,5753614,5754144,gloA3,-,PA5111,"[5753614, 5754144]"
11035,gene-PA5112,5754298,5756238,estA,-,PA5112,"[5754298, 5756238]"
11037,gene-PA5113,5756347,5757741,PA5113,-,PA5113,"[5756347, 5757741]"
11039,gene-PA5114,5757738,5761343,PA5114,-,PA5114,"[5757738, 5761343]"
11041,gene-PA5115,5761482,5762066,PA5115,-,PA5115,"[5761482, 5762066]"
11043,gene-PA5116,5762150,5762575,PA5116,+,PA5116,"[5762150, 5762575]"
11045,gene-PA5117,5762659,5764476,typA,-,PA5117,"[5762659, 5764476]"
11047,gene-PA5118,5764693,5766147,thiI,-,PA5118,"[5764693, 5766147]"
11049,gene-PA5119,5766484,5767893,glnA,+,PA5119,"[5766484, 5767893]"
11051,gene-PA5120,5768041,5768445,PA5120,+,PA5120,"[5768041, 5768445]"
11053,gene-PA5121,5768442,5770649,PA5121,-,PA5121,"[5768442, 5770649]"
11055,gene-PA5122,5770937,5771458,PA5122,+,PA5122,"[5770937, 5771458]"
11057,gene-PA5123,5771455,5772027,PA5123,+,PA5123,"[5771455, 5772027]"
11059,gene-PA5124,5772298,5773374,ntrB,+,PA5124,"[5772298, 5773374]"
11061,gene-PA5125,5773377,5774807,ntrC,+,PA5125,"[5773377, 5774807]"
11063,gene-PA5126,5775620,5776087,PA5126,-,PA5126,"[5775620, 5776087]"
11065,gene-PA5127,5776086,5776547,PA5127,+,PA5127,"[5776086, 5776547]"
11067,gene-PA5128,5776606,5777097,secB,-,PA5128,"[5776606, 5777097]"
11069,gene-PA5129,5777134,5777388,grx,-,PA5129,"[5777134, 5777388]"
11071,gene-PA5130,5777390,5777809,PA5130,-,PA5130,"[5777390, 5777809]"
11073,gene-PA5131,5778134,5779681,pgm,+,PA5131,"[5778134, 5779681]"
11075,gene-PA5132,5779995,5780813,PA5132,+,PA5132,"[5779995, 5780813]"
11077,gene-PA5133,5780963,5782249,PA5133,+,PA5133,"[5780963, 5782249]"
11079,gene-PA5134,5782278,5783588,PA5134,+,PA5134,"[5782278, 5783588]"
11081,gene-PA5135,5783588,5784361,PA5135,+,PA5135,"[5783588, 5784361]"
11083,gene-PA5136,5784430,5785911,PA5136,+,PA5136,"[5784430, 5785911]"
11085,gene-PA5137,5785948,5786703,PA5137,-,PA5137,"[5785948, 5786703]"
11087,gene-PA5138,5786853,5787605,PA5138,-,PA5138,"[5786853, 5787605]"
11090,gene-PA5139,5787696,5788442,PA5139,-,PA5139,"[5787696, 5788442]"
11092,gene-PA5140,5788614,5789384,hisF1,-,PA5140,"[5788614, 5789384]"
11094,gene-PA5141,5789395,5790132,hisA,-,PA5141,"[5789395, 5790132]"
11096,gene-PA5142,5790445,5791086,hisH1,-,PA5142,"[5790445, 5791086]"
11098,gene-PA5143,5791083,5791676,hisB,-,PA5143,"[5791083, 5791676]"
11100,gene-PA5144,5791837,5792235,PA5144,+,PA5144,"[5791837, 5792235]"
11102,gene-PA5145,5792505,5793611,PA5145,+,PA5145,"[5792505, 5793611]"
11104,gene-PA5146,5793705,5795957,PA5146,+,PA5146,"[5793705, 5795957]"
11106,gene-PA5147,5795954,5797021,mutY,+,PA5147,"[5795954, 5797021]"
11108,gene-PA5148,5797065,5797337,PA5148,+,PA5148,"[5797065, 5797337]"
11110,gene-PA5149,5797365,5798447,PA5149,+,PA5149,"[5797365, 5798447]"
11112,gene-PA5149.1,5798560,5798635,PA5149.1,+,PA5149.1,"[5798560, 5798635]"
11115,gene-PA5150,5798693,5799430,PA5150,-,PA5150,"[5798693, 5799430]"
11117,gene-PA5151,5799589,5800278,PA5151,+,PA5151,"[5799589, 5800278]"
11120,gene-PA5152,5800527,5801300,PA5152,+,PA5152,"[5800527, 5801300]"
11122,gene-PA5153,5801315,5802067,PA5153,+,PA5153,"[5801315, 5802067]"
11124,gene-PA5154,5802129,5802824,PA5154,+,PA5154,"[5802129, 5802824]"
11126,gene-PA5155,5802821,5803513,PA5155,+,PA5155,"[5802821, 5803513]"
11129,gene-PA5156,5803582,5804802,PA5156,+,PA5156,"[5803582, 5804802]"
11131,gene-PA5157,5805206,5805676,PA5157,+,PA5157,"[5805206, 5805676]"
11133,gene-PA5158,5805680,5807158,PA5158,+,PA5158,"[5805680, 5807158]"
11135,gene-PA5159,5807173,5808357,PA5159,+,PA5159,"[5807173, 5808357]"
11137,gene-PA5160,5808368,5809897,PA5160,+,PA5160,"[5808368, 5809897]"
11139,gene-PA5160.1,5809970,5810045,PA5160.1,+,PA5160.1,"[5809970, 5810045]"
11143,gene-PA5161,5810281,5811339,rmlB,+,PA5161,"[5810281, 5811339]"
11145,gene-PA5162,5811336,5812244,rmlD,+,PA5162,"[5811336, 5812244]"
11147,gene-PA5163,5812241,5813122,rmlA,+,PA5163,"[5812241, 5813122]"
11149,gene-PA5164,5813122,5813667,rmlC,+,PA5164,"[5813122, 5813667]"
11151,gene-PA5165,5813727,5815565,PA5165,+,PA5165,"[5813727, 5815565]"
11153,gene-PA5166,5815562,5816950,PA5166,+,PA5166,"[5815562, 5816950]"
11157,gene-PA5167,5817191,5818186,PA5167,+,PA5167,"[5817191, 5818186]"
11159,gene-PA5168,5818202,5818834,PA5168,+,PA5168,"[5818202, 5818834]"
11161,gene-PA5169,5818831,5820114,PA5169,+,PA5169,"[5818831, 5820114]"
11165,gene-PA5170,5820910,5822358,arcD,+,PA5170,"[5820910, 5822358]"
11167,gene-PA5171,5822380,5823636,arcA,+,PA5171,"[5822380, 5823636]"
11169,gene-PA5172,5823716,5824726,arcB,+,PA5172,"[5823716, 5824726]"
11171,gene-PA5173,5824787,5825719,arcC,+,PA5173,"[5824787, 5825719]"
11174,gene-PA5174,5826135,5828039,PA5174,+,PA5174,"[5826135, 5828039]"
11176,gene-PA5175,5828086,5828907,cysQ,-,PA5175,"[5828086, 5828907]"
11178,gene-PA5176,5828904,5829470,PA5176,-,PA5176,"[5828904, 5829470]"
11180,gene-PA5177,5829596,5830261,PA5177,+,PA5177,"[5829596, 5830261]"
11182,gene-PA5178,5830313,5830750,PA5178,-,PA5178,"[5830313, 5830750]"
11184,gene-PA5179,5830924,5831805,PA5179,+,PA5179,"[5830924, 5831805]"
11186,gene-PA5180,5831902,5832741,PA5180,+,PA5180,"[5831902, 5832741]"
11188,gene-PA5181,5832749,5835070,PA5181,+,PA5181,"[5832749, 5835070]"
11191,gene-PA5181.1,5835082,5835480,PA5181.1,-,PA5181.1,"[5835082, 5835480]"
11194,gene-PA5182,5835380,5835895,PA5182,+,PA5182,"[5835380, 5835895]"
11196,gene-PA5183,5835994,5836401,PA5183,+,PA5183,"[5835994, 5836401]"
11198,gene-PA5183a,5836470,5836685,PA5183a,-,PA5183a,"[5836470, 5836685]"
11201,gene-PA5184,5836910,5837467,PA5184,+,PA5184,"[5836910, 5837467]"
11203,gene-PA5185,5837449,5837892,PA5185,-,PA5185,"[5837449, 5837892]"
11205,gene-PA5186,5837915,5839078,PA5186,-,PA5186,"[5837915, 5839078]"
11207,gene-PA5187,5839105,5840895,PA5187,-,PA5187,"[5839105, 5840895]"
11210,gene-PA5188,5840897,5842132,PA5188,-,PA5188,"[5840897, 5842132]"
11212,gene-PA5189,5842275,5843183,PA5189,+,PA5189,"[5842275, 5843183]"
11214,gene-PA5190,5843198,5843800,PA5190,-,PA5190,"[5843198, 5843800]"
11216,gene-PA5191,5844054,5844410,PA5191,+,PA5191,"[5844054, 5844410]"
11218,gene-PA5192,5844468,5846009,pckA,-,PA5192,"[5844468, 5846009]"
11220,gene-PA5193,5846125,5847018,yrfI,-,PA5193,"[5846125, 5847018]"
11222,gene-PA5194,5847131,5847934,PA5194,+,PA5194,"[5847131, 5847934]"
11224,gene-PA5195,5847972,5848367,PA5195,-,PA5195,"[5847972, 5848367]"
11226,gene-PA5196,5848577,5849011,PA5196,+,PA5196,"[5848577, 5849011]"
11228,gene-PA5197,5849143,5850048,rimK,+,PA5197,"[5849143, 5850048]"
11230,gene-PA5198,5850239,5851162,PA5198,+,PA5198,"[5850239, 5851162]"
11232,gene-PA5199,5851239,5852558,amgS,-,PA5199,"[5851239, 5852558]"
11234,gene-PA5200,5852653,5853396,amgR,-,PA5200,"[5852653, 5853396]"
11236,gene-PA5201,5853585,5855924,PA5201,+,PA5201,"[5853585, 5855924]"
11238,gene-PA5202,5855936,5856325,PA5202,+,PA5202,"[5855936, 5856325]"
11240,gene-PA5203,5856532,5858115,gshA,+,PA5203,"[5856532, 5858115]"
11242,gene-PA5204,5858158,5859456,argA,-,PA5204,"[5858158, 5859456]"
11244,gene-PA5205,5859793,5860494,PA5205,+,PA5205,"[5859793, 5860494]"
11248,gene-PA5206,5860467,5861621,argE,-,PA5206,"[5860467, 5861621]"
11250,gene-PA5207,5861721,5862989,PA5207,-,PA5207,"[5861721, 5862989]"
11252,gene-PA5208,5863034,5863711,PA5208,-,PA5208,"[5863034, 5863711]"
11254,gene-PA5209,5863825,5865189,PA5209,+,PA5209,"[5863825, 5865189]"
11256,gene-PA5210,5865227,5867011,PA5210,+,PA5210,"[5865227, 5867011]"
11258,gene-PA5211,5867233,5867685,PA5211,+,PA5211,"[5867233, 5867685]"
11260,gene-PA5212,5867817,5868146,PA5212,+,PA5212,"[5867817, 5868146]"
11262,gene-PA5213,5868181,5871057,gcvP1,-,PA5213,"[5868181, 5871057]"
11266,gene-PA5214,5871231,5871620,gcvH1,-,PA5214,"[5871231, 5871620]"
11268,gene-PA5215,5871667,5872749,gcvT1,-,PA5215,"[5871667, 5872749]"
11270,gene-PA5216,5872900,5874519,PA5216,-,PA5216,"[5872900, 5874519]"
11272,gene-PA5217,5874587,5875585,PA5217,-,PA5217,"[5874587, 5875585]"
11274,gene-PA5218,5875653,5876567,PA5218,-,PA5218,"[5875653, 5876567]"
11276,gene-PA5219,5876664,5877857,PA5219,+,PA5219,"[5876664, 5877857]"
11278,gene-PA5220,5877896,5878717,PA5220,+,PA5220,"[5877896, 5878717]"
11280,gene-PA5221,5878754,5879971,PA5221,-,PA5221,"[5878754, 5879971]"
11282,gene-PA5222,5880000,5880482,PA5222,-,PA5222,"[5880000, 5880482]"
11284,gene-PA5223,5880487,5881671,ubiH,-,PA5223,"[5880487, 5881671]"
11286,gene-PA5224,5881679,5883013,pepP,-,PA5224,"[5881679, 5883013]"
11288,gene-PA5225,5883023,5883577,PA5225,-,PA5225,"[5883023, 5883577]"
11290,gene-PA5226,5883664,5883975,PA5226,+,PA5226,"[5883664, 5883975]"
11292,gene-PA5227,5883972,5884286,PA5227,+,PA5227,"[5883972, 5884286]"
11294,gene-PA5227.1,5884320,5884502,ssrS,+,PA5227.1,"[5884320, 5884502]"
11297,gene-PA5228,5884508,5885119,PA5228,+,PA5228,"[5884508, 5885119]"
11299,gene-PA5229,5885486,5885944,PA5229,+,PA5229,"[5885486, 5885944]"
11301,gene-PA5230,5885954,5887078,PA5230,-,PA5230,"[5885954, 5887078]"
11303,gene-PA5231,5887082,5889832,PA5231,-,PA5231,"[5887082, 5889832]"
11305,gene-PA5232,5889829,5890902,PA5232,-,PA5232,"[5889829, 5890902]"
11308,gene-PA5233,5891109,5891528,PA5233,-,PA5233,"[5891109, 5891528]"
11310,gene-PA5234,5891683,5892660,PA5234,+,PA5234,"[5891683, 5892660]"
11312,gene-PA5235,5892910,5894256,glpT,+,PA5235,"[5892910, 5894256]"
11314,gene-PA5236,5894293,5895261,PA5236,-,PA5236,"[5894293, 5895261]"
11316,gene-PA5237,5895261,5896727,PA5237,-,PA5237,"[5895261, 5896727]"
11318,gene-PA5238,5896806,5898794,PA5238,-,PA5238,"[5896806, 5898794]"
11320,gene-PA5239,5898865,5900124,rho,-,PA5239,"[5898865, 5900124]"
11322,gene-PA5240,5900369,5900695,trxA,-,PA5240,"[5900369, 5900695]"
11324,gene-PA5241,5900879,5902399,ppx,+,PA5241,"[5900879, 5902399]"
11326,gene-PA5242,5902386,5904596,ppk,-,PA5242,"[5902386, 5904596]"
11328,gene-PA5243,5904614,5905627,hemB,-,PA5243,"[5904614, 5905627]"
11331,gene-PA5244,5905871,5906461,PA5244,+,PA5244,"[5905871, 5906461]"
11333,gene-PA5245,5906626,5907294,PA5245,+,PA5245,"[5906626, 5907294]"
11335,gene-PA5246,5907390,5907863,PA5246,+,PA5246,"[5907390, 5907863]"
11337,gene-PA5247,5907848,5908330,PA5247,-,PA5247,"[5907848, 5908330]"
11339,gene-PA5248,5908397,5910298,PA5248,-,PA5248,"[5908397, 5910298]"
11341,gene-PA5249,5910403,5911032,PA5249,-,PA5249,"[5910403, 5911032]"
11343,gene-PA5250,5911262,5912020,PA5250,-,PA5250,"[5911262, 5912020]"
11345,gene-PA5251,5912027,5912605,PA5251,-,PA5251,"[5912027, 5912605]"
11347,gene-PA5252,5912605,5914521,PA5252,-,PA5252,"[5912605, 5914521]"
11349,gene-PA5252a,5914594,5915046,PA5252a,+,PA5252a,"[5914594, 5915046]"
11351,gene-PA5253,5915043,5916101,algP,-,PA5253,"[5915043, 5916101]"
11353,gene-PA5254,5916227,5916856,PA5254,+,PA5254,"[5916227, 5916856]"
11355,gene-PA5255,5916918,5917400,algQ,-,PA5255,"[5916918, 5917400]"
11357,gene-PA5256,5917680,5918171,dsbH,-,PA5256,"[5917680, 5918171]"
11359,gene-PA5257,5918350,5919588,PA5257,-,PA5257,"[5918350, 5919588]"
11361,gene-PA5258,5919585,5920715,PA5258,-,PA5258,"[5919585, 5920715]"
11363,gene-PA5259,5920742,5921497,hemD,-,PA5259,"[5920742, 5921497]"
11365,gene-PA5260,5921494,5922435,hemC,-,PA5260,"[5921494, 5922435]"
11367,gene-PA5261,5922544,5923290,algR,-,PA5261,"[5922544, 5923290]"
11369,gene-PA5262,5923295,5924371,algZ,-,PA5262,"[5923295, 5924371]"
11371,gene-PA5263,5924596,5925990,argH,+,PA5263,"[5924596, 5925990]"
11373,gene-PA5264,5926134,5927105,PA5264,-,PA5264,"[5926134, 5927105]"
11375,gene-PA5265,5927336,5930605,PA5265,-,PA5265,"[5927336, 5930605]"
11377,gene-PA5266,5930602,5932677,PA5266,-,PA5266,"[5930602, 5932677]"
11379,gene-PA5267,5932877,5933395,hcpB,-,PA5267,"[5932877, 5933395]"
11381,gene-PA5268,5933688,5934668,corA,-,PA5268,"[5933688, 5934668]"
11383,gene-PA5269,5934770,5935045,PA5269,+,PA5269,"[5934770, 5935045]"
11385,gene-PA5270,5935064,5935945,PA5270,+,PA5270,"[5935064, 5935945]"
11387,gene-PA5271,5935988,5936221,PA5271,+,PA5271,"[5935988, 5936221]"
11389,gene-PA5272,5936370,5939222,cyaA,+,PA5272,"[5936370, 5939222]"
11391,gene-PA5273,5939263,5939976,PA5273,+,PA5273,"[5939263, 5939976]"
11393,gene-PA5274,5940020,5940424,rnk,-,PA5274,"[5940020, 5940424]"
11395,gene-PA5275,5940747,5941082,PA5275,-,PA5275,"[5940747, 5941082]"
11397,gene-PA5276,5941336,5941476,lppL,+,PA5276,"[5941336, 5941476]"
11399,gene-PA5277,5941487,5942734,lysA,+,PA5277,"[5941487, 5942734]"
11401,gene-PA5278,5942745,5943575,dapF,+,PA5278,"[5942745, 5943575]"
11403,gene-PA5279,5943606,5944307,PA5279,+,PA5279,"[5943606, 5944307]"
11405,gene-PA5280,5944327,5945238,sss,+,PA5280,"[5944327, 5945238]"
11407,gene-PA5281,5945235,5945933,PA5281,+,PA5281,"[5945235, 5945933]"
11409,gene-PA5282,5945963,5947132,PA5282,-,PA5282,"[5945963, 5947132]"
11412,gene-PA5283,5947295,5948671,PA5283,+,PA5283,"[5947295, 5948671]"
11414,gene-PA5284,5948696,5949610,PA5284,-,PA5284,"[5948696, 5949610]"
11416,gene-PA5285,5950034,5950351,PA5285,-,PA5285,"[5950034, 5950351]"
11418,gene-PA5286,5950429,5950854,PA5286,-,PA5286,"[5950429, 5950854]"
11420,gene-PA5287,5951115,5952443,amtB,-,PA5287,"[5951115, 5952443]"
11422,gene-PA5288,5952483,5952821,glnK,-,PA5288,"[5952483, 5952821]"
11424,gene-PA5289,5953261,5953521,PA5289,+,PA5289,"[5953261, 5953521]"
11426,gene-PA5290,5953562,5955055,PA5290,+,PA5290,"[5953562, 5955055]"
11428,gene-PA5291,5955180,5957165,PA5291,+,PA5291,"[5955180, 5957165]"
11430,gene-PA5292,5957208,5958257,pchP,-,PA5292,"[5957208, 5958257]"
11433,gene-PA5293,5958408,5959325,PA5293,-,PA5293,"[5958408, 5959325]"
11435,gene-PA5294,5959474,5960940,PA5294,+,PA5294,"[5959474, 5960940]"
11437,gene-PA5295,5960852,5962528,PA5295,-,PA5295,"[5960852, 5962528]"
11439,gene-PA5296,5962716,5964725,rep,+,PA5296,"[5962716, 5964725]"
11441,gene-PA5297,5964859,5966577,poxB,+,PA5297,"[5964859, 5966577]"
11443,gene-PA5298,5966706,5967278,PA5298,+,PA5298,"[5966706, 5967278]"
11445,gene-PA5299,5967286,5969145,PA5299,-,PA5299,"[5967286, 5969145]"
11447,gene-PA5300,5969355,5969765,cycB,-,PA5300,"[5969355, 5969765]"
11449,gene-PA5301,5969987,5970535,PA5301,-,PA5301,"[5969987, 5970535]"
11451,gene-PA5302,5970686,5971759,dadX,-,PA5302,"[5970686, 5971759]"
11453,gene-PA5303,5971850,5972203,PA5303,-,PA5303,"[5971850, 5972203]"
11455,gene-PA5304,5972178,5973476,dadA,-,PA5304,"[5972178, 5973476]"
11457,gene-PA5305,5973833,5974177,PA5305,-,PA5305,"[5973833, 5974177]"
11459,gene-PA5306,5974190,5974381,PA5306,-,PA5306,"[5974190, 5974381]"
11461,gene-PA5307,5974402,5976969,PA5307,-,PA5307,"[5974402, 5976969]"
11463,gene-PA5308,5977123,5977611,lrp,+,PA5308,"[5977123, 5977611]"
11465,gene-PA5309,5977789,5979108,PA5309,+,PA5309,"[5977789, 5979108]"
11467,gene-PA5310,5979194,5980783,PA5310,+,PA5310,"[5979194, 5980783]"
11469,gene-PA5311,5980787,5981950,PA5311,-,PA5311,"[5980787, 5981950]"
11471,gene-PA5312,5982097,5983590,PA5312,-,PA5312,"[5982097, 5983590]"
11473,gene-PA5313,5983820,5985154,PA5313,+,PA5313,"[5983820, 5985154]"
11475,gene-PA5314,5985219,5985581,PA5314,+,PA5314,"[5985219, 5985581]"
11477,gene-PA5315,5985716,5985871,rpmG,-,PA5315,"[5985716, 5985871]"
11479,gene-PA5316,5985883,5986119,rpmB,-,PA5316,"[5985883, 5986119]"
11481,gene-PA5316.1,5986120,5986170,PA5316.1,+,PA5316.1,"[5986120, 5986170]"
11484,gene-PA5317,5986475,5988055,PA5317,+,PA5317,"[5986475, 5988055]"
11486,gene-PA5318,5988081,5988629,PA5318,+,PA5318,"[5988081, 5988629]"
11488,gene-PA5319,5988646,5989320,radC,-,PA5319,"[5988646, 5989320]"
11490,gene-PA5320,5989460,5990668,coaC,+,PA5320,"[5989460, 5990668]"
11492,gene-PA5321,5990676,5991131,dut,+,PA5321,"[5990676, 5991131]"
11494,gene-PA5322,5991168,5993774,algC,+,PA5322,"[5991168, 5993774]"
11496,gene-PA5323,5993791,5994696,argB,+,PA5323,"[5993791, 5994696]"
